developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier
adam28,2532,170,12,44,0,0,210,"Dart,Shell,Rust",1.585,Dart,5,0.593,0.344,0.425,33,0.602,2.45,4.0374,0.1272,6.93,1,0,0,24,94,49,0.3404,1
teresa24,3861,2065,156,84,10,1,42,"Scala,CSS,HTML,Ruby,Julia,Dart,C,Haskell,Swift",3.1699,C,6,0.415,0.245,0.469,23,0.549,0.69,0.6361,-0.0127,10.57,1,0,0,120,766,56,0.3418,1
gerald54,4100,500,92,715,118,123,9752,"CSS,Scala,Go,Ruby,Java,Dart,Python,Haskell,Shell,JavaScript,Swift",3.4594,Go,13,1.0,0.535,1.0,82,1.0,4.19,10.128,-0.2031,11.23,1,0,1,66,5559,45,0.5999,2
alexandrareed,1540,3711,46,82,135,121,1803,"Scala,HTML,Julia,TypeScript,Elixir",2.3219,Scala,12,0.496,0.512,0.567,43,0.747,4.41,5.7204,-0.0702,4.22,0,0,1,0,93,62,0.4414,2
nking,1215,39,5,4,19,10,52,Python,0.0,Python,2,0.343,0.04,0.0,3,0.239,1.42,1.3018,0.3129,3.33,0,0,0,0,34,32,0.1051,0
barrytodd,2568,92,26,6,16,11,103,"CSS,R,C#,Shell,JavaScript,Swift",2.585,CSS,5,0.432,0.507,0.413,42,0.46,1.99,6.2358,0.0667,7.03,0,1,0,0,1265,38,0.3169,1
michelle42,297,81,18,23,16,24,2,"Scala,HTML,Rust,Haskell,Java",2.3219,Scala,0,0.393,0.175,0.0,12,0.606,2.11,-1.0105,0.1019,0.81,1,0,0,24,137,72,0.2171,0
timothy76,2012,3986,691,86,550,255,409,"Scala,Lua,CSS,Rust,C++,Ruby,JavaScript,Dart,Python,C,Kotlin,TypeScript,Shell,Java,Elixir",3.9069,Python,12,0.617,0.397,0.547,72,1.0,2.9,6.9813,0.0593,5.51,0,1,1,0,1014,54,0.5311,2
vickie79,1712,223,17,10,10,10,38,"HTML,R,Julia,C#,Go",2.3219,R,5,0.725,0.471,0.343,50,0.567,2.78,-3.2777,0.2123,4.69,0,1,1,0,142,52,0.2674,1
tuckerjill,461,398,66,73,3,1,17,"Ruby,TypeScript,R,JavaScript",2.0,Ruby,4,0.52,0.0,0.0,33,0.452,1.89,0.4543,0.0265,1.26,1,0,0,123,74,61,0.2331,0
youngrebecca,1762,8,0,2,0,0,0,"Dart,JavaScript,R",1.585,Dart,4,0.354,0.0,0.0,47,0.403,0.5,-3.2898,0.2617,4.82,1,0,0,111,265,24,0.107,0
wballard,3299,155,49,82,6,9,241,"CSS,PHP,Python,Kotlin,Java",2.3219,Kotlin,4,0.271,0.119,0.058,19,0.439,1.13,0.9886,0.0837,9.03,0,0,1,0,94,0,0.222,0
dev_685,2169,375,50,12,29,22,16,"C++,Julia,C#,C,Java",2.3219,C++,1,0.224,0.112,0.422,24,0.732,1.95,2.0497,0.0004,5.94,1,0,0,20,853,77,0.222,1
tina56,1082,152,40,65,1,1,10,"SQL,TypeScript,Scala,Java",2.0,TypeScript,6,0.0,0.742,0.42,48,0.249,0.95,1.3088,0.0089,2.96,0,0,0,0,94,56,0.2487,1
dev_2587,1525,28,4,105,233,216,43,"Ruby,Julia,Java,Haskell,TypeScript,Shell,JavaScript",2.8074,Shell,11,0.766,0.367,0.589,65,0.792,3.33,-0.2025,-0.098,4.18,1,0,0,55,154,43,0.3882,2
jessica39,1994,142,18,22,43,47,40,"Lua,HTML,PHP,Rust,C++,Go,Julia,C#,Kotlin,SQL,TypeScript,Java",3.585,SQL,7,0.818,0.315,0.597,42,0.814,2.03,2.6857,-0.017,5.46,1,0,1,49,24,90,0.3783,1
jesse34,4455,1981,271,110,1031,121,179,"Lua,PHP,Rust,Dart,Kotlin,C,SQL,JavaScript",3.0,Lua,16,0.88,0.947,0.888,94,0.689,2.59,6.5987,-0.1636,12.2,0,1,1,0,8111,123,0.4994,2
larrybaker,1488,27,6,14,4,4,35,"JavaScript,Swift",1.0,JavaScript,5,0.0,0.095,0.359,3,0.113,1.08,-0.4048,0.1128,4.07,0,0,0,0,70,54,0.1169,1
jamiedavis,30,103,5,11,3,2,11,"R,C++,Rust,C#,Elixir",2.3219,Rust,0,0.0,0.287,0.071,30,0.324,1.61,-3.3399,0.2669,0.1,1,0,1,92,16,9,0.1967,0
dev_6904,2090,1079,132,342,47,55,299,"Scala,C++,C#,Python,TypeScript",2.3219,C#,10,0.618,0.637,0.801,75,0.763,2.39,2.0884,0.0141,5.72,0,0,0,0,1027,27,0.3797,2
dev_7184,177,3172,35,93,164,71,11,"Lua,HTML,R,Rust,Ruby,Julia,C,SQL",3.0,Julia,5,0.538,0.25,0.275,61,0.418,2.55,0.2914,-0.0175,0.48,0,0,1,0,672,18,0.3155,2
dev_7213,2371,13,2,4,42,84,136,"Scala,R,Dart,Kotlin,SQL",2.3219,Dart,1,0.267,0.083,0.229,9,0.114,1.11,-2.1628,0.022,6.49,0,0,0,0,98,15,0.177,0
dev_5091,2000,1309,105,21,182,66,587,"SQL,HTML,R,Rust,C++,PHP,Ruby,Julia,Java,C,Haskell,TypeScript,JavaScript",3.7004,Ruby,10,1.0,0.696,1.0,63,1.0,2.51,5.719,-0.1222,5.48,0,0,0,0,8085,81,0.6195,2
erica50,3434,1265,153,73,101,129,910,"Julia,Java,Elixir,Shell,Go,Swift",2.585,Swift,6,0.493,0.312,0.209,53,0.498,3.23,7.4449,-0.0335,9.4,1,1,1,64,2177,110,0.3303,2
dev_5102,2640,121,15,42,46,22,57,"Scala,Lua,R,PHP,C++,Rust,HTML,CSS,Dart,C#,C,Kotlin,Shell,Swift",3.8074,R,6,0.815,0.501,0.631,5,0.948,2.02,-0.0985,0.1355,7.23,1,0,0,84,105,39,0.459,1
bradley64,619,1659,161,33,111,66,24,"JavaScript,C#,Rust,Elixir",2.0,Rust,8,0.492,0.547,0.355,53,0.637,1.91,5.7905,-0.0505,1.69,0,1,1,0,39,58,0.3235,1
jesse24,1042,2643,41,142,622,769,166,"Lua,PHP,Haskell,Ruby,Julia,C#,Kotlin,C,SQL,TypeScript,Java",3.4594,PHP,11,0.571,0.379,0.524,24,0.476,2.82,-1.1429,-0.0319,2.85,1,0,0,109,44,82,0.3897,1
yolandaharvey,4106,1310,136,153,382,210,519,"Scala,HTML,C++,Ruby,Python,Elixir,Haskell,Shell,Swift",3.1699,HTML,16,0.897,1.0,0.827,72,0.826,3.9,8.4648,-0.1712,11.24,0,0,0,0,22154,92,0.6255,1
angela62,532,77,13,13,12,15,12,Haskell,0.0,Haskell,3,0.53,0.252,0.043,40,0.494,1.69,9.5766,-0.05,1.46,0,0,0,0,101,21,0.1832,0
dev_7680,2611,142,15,66,20,22,234,"CSS,Scala,R,PHP,C++,Dart,Kotlin,TypeScript,Java,Elixir",3.3219,Java,7,0.357,0.158,0.316,17,0.72,2.18,-0.6951,0.0711,7.15,1,1,1,28,2776,81,0.3218,1
justin9,2352,423,101,12,77,156,105,"Scala,Lua,PHP,C#,Kotlin,Python,C,TypeScript,Shell,JavaScript,Swift",3.4594,Kotlin,13,0.735,0.663,0.533,50,0.72,2.77,2.3401,-0.1109,6.44,0,0,1,0,3471,101,0.4576,2
williamsjoshua,30,2,0,4,0,0,5,"CSS,Lua",1.0,Lua,0,0.559,0.0,0.258,15,0.233,1.21,0.3406,0.0445,0.1,0,1,0,0,35,29,0.1126,0
dev_6867,1071,194,48,90,5,7,75,"HTML,R,Go",1.585,R,6,0.263,0.486,0.54,27,0.221,2.15,-0.3919,0.1048,2.93,1,1,0,84,51,28,0.2645,0
andretorres,1658,836,178,33,4,4,19,"CSS,Lua,HTML,C#,C,Python,Kotlin,Haskell,Elixir",3.1699,CSS,7,0.17,0.445,0.524,41,0.373,2.42,3.7799,0.0955,4.54,0,0,1,0,39,6,0.3272,1
wolfechristopher,2823,266,51,3,39,17,271,"CSS,HTML,Rust,Haskell,Shell,JavaScript,Swift",2.8074,JavaScript,12,0.984,0.209,0.38,35,0.403,2.18,-4.0258,-0.0154,7.73,0,1,1,0,29,81,0.376,1
dev_8394,890,58,11,10,11,15,43,"Scala,Dart,Python",1.585,Python,8,0.131,0.421,0.274,40,0.457,1.29,-5.4978,-0.0315,2.44,0,0,1,0,148,67,0.238,0
dev_4897,3176,6713,2694,90,42,45,450,"HTML,R,PHP,C,Elixir,SQL,TypeScript,Swift",3.0,TypeScript,16,0.791,0.582,0.429,44,0.709,3.87,7.0039,-0.1357,8.7,0,1,1,0,643,77,0.5289,2
ronaldsalazar,2993,1192,84,217,203,136,47,"CSS,Lua,HTML,PHP,C++,C",2.585,PHP,6,0.345,0.297,0.0,32,0.369,1.76,4.0121,0.0271,8.19,0,0,0,0,68,60,0.2407,1
scottrussell,1635,28,6,12,7,9,1,Ruby,0.0,Ruby,2,0.168,0.205,0.408,29,0.569,1.48,-0.4048,0.2196,4.48,0,0,1,0,66,2,0.1279,0
dev_5371,1974,45,5,5,12,6,67,"PHP,Java,Elixir",1.585,Java,4,0.445,0.373,0.153,56,0.268,1.56,7.772,-0.0748,5.4,0,0,1,0,68,93,0.2327,0
dev_237,2660,1738,483,85,80,103,5944,"Scala,Lua,Swift,CSS,Dart,C#,Kotlin,SQL,TypeScript,Shell,JavaScript,Elixir",3.585,Swift,14,1.0,0.605,0.715,90,1.0,4.02,3.029,-0.0811,7.28,1,1,1,96,432,102,0.5376,2
dev_6149,1984,21,3,89,11,8,14,"Haskell,Swift,C++,Elixir",2.0,Elixir,3,0.464,0.064,0.553,37,0.01,1.77,2.3907,0.0019,5.43,0,0,0,0,12,22,0.1831,0
powellemma,2450,209,13,14,10,4,12,"CSS,Lua,HTML,PHP,Go,C#,C,Kotlin,Shell,Java",3.3219,C#,10,0.879,0.5,0.497,31,0.655,3.45,1.6272,0.0177,6.71,1,0,0,34,850,114,0.4689,1
dev_2989,1456,12,2,10,30,12,2,"Go,HTML,Java,Swift",2.0,Swift,1,0.112,0.033,0.042,28,0.341,0.5,-1.8167,0.3394,3.99,0,0,1,0,10,26,0.1523,0
ian9,1363,23,1,5,35,26,30,TypeScript,0.0,TypeScript,5,0.429,0.174,0.305,43,0.411,1.84,1.4224,-0.0324,3.73,0,0,1,0,58,43,0.1184,0
joseph36,364,792,3,27,4,6,57,"TypeScript,Rust",1.0,TypeScript,3,0.239,0.156,0.609,46,0.648,0.5,4.5185,0.079,1.0,1,0,0,31,996,32,0.2437,1
gmiller,30,82,12,37,5,1,10,"R,C#,C,Swift",2.0,C,8,0.351,0.562,0.576,59,0.93,2.58,3.8728,-0.0334,0.1,0,0,0,0,47,8,0.3247,1
dev_7304,4305,15180,1075,79,119,191,17010,"SQL,Scala,R,HTML,C++,Rust,Dart,Python,Haskell,TypeScript",3.3219,Scala,7,0.887,0.619,0.992,45,0.542,2.98,7.3972,-0.2093,11.79,1,0,1,90,289,56,0.5224,2
dev_5240,2000,673,72,16,428,277,67,"Lua,Julia,Kotlin,Shell,JavaScript",2.3219,JavaScript,5,0.317,0.854,0.409,44,1.0,3.58,-1.1596,0.109,5.48,1,1,0,42,204,53,0.3505,1
erin97,3533,2260,199,70,696,1002,1176,"HTML,PHP,Rust,Ruby,Julia,Kotlin,SQL,TypeScript",3.0,Julia,7,0.819,0.673,0.34,64,0.284,2.63,-0.1721,-0.0247,9.67,1,0,1,31,20,117,0.3468,2
dev_260,678,300,6,25,24,28,34,"Ruby,CSS,PHP,Python",2.0,CSS,8,0.524,0.33,0.345,25,0.189,1.6,2.0509,0.046,1.86,1,0,1,110,37,38,0.2972,1
dev_4039,3917,543,34,79,55,51,357,"Scala,CSS,PHP,Ruby,Julia,JavaScript,Java,Dart,C,SQL,TypeScript,Go,Swift",3.7004,Scala,4,0.61,0.486,0.27,64,0.495,3.12,3.2235,-0.0496,10.72,1,1,1,25,933,101,0.3631,1
dev_7484,4215,401,7,475,33,21,38,"CSS,HTML,R,PHP,Rust,Ruby,Haskell,TypeScript,Elixir",3.1699,HTML,12,0.852,0.496,0.565,26,0.696,4.08,-0.575,-0.0808,11.54,1,0,1,84,846,108,0.5174,2
tommyclark,2304,3145,969,61,258,281,445,"Scala,Swift,HTML,CSS,Ruby,Julia,JavaScript,Dart,C#,Kotlin,TypeScript,Shell,Java,Elixir",3.8074,Shell,13,0.641,0.379,0.943,84,0.773,2.19,3.757,-0.0468,6.31,0,1,0,0,314,41,0.5041,2
alan55,1315,58,14,37,13,11,4,"CSS,R,Dart,Kotlin,Haskell,Shell,JavaScript,Swift",3.0,R,4,0.405,0.33,0.453,33,0.548,0.92,0.6704,0.0815,3.6,0,1,0,0,79,64,0.2858,1
paul12,2255,922,119,59,105,86,185,"CSS,Lua,R,C++,Dart,Python,Kotlin,Elixir,JavaScript,Swift",3.3219,Kotlin,6,0.498,0.53,0.599,43,0.878,0.5,1.005,-0.0512,6.17,0,0,0,0,2662,6,0.3945,1
dev_4745,2632,813,154,45,40,55,3401,"HTML,Rust,Ruby,Dart,C,TypeScript,Java",2.8074,Rust,9,0.344,0.47,0.345,76,0.914,2.08,2.3453,-0.084,7.21,0,1,0,0,230,45,0.4131,1
dev_3650,1950,397,49,15,19,9,225,"Scala,Lua,Dart,C#,Python,TypeScript,JavaScript,Swift",3.0,C#,7,0.428,0.255,0.486,41,0.759,2.28,2.3172,0.0228,5.34,0,0,1,0,278,32,0.3155,1
dev_3710,948,91,8,33,7,4,25,"CSS,Lua,Julia,Dart,C#,Java",2.585,CSS,2,0.05,0.583,0.198,21,0.452,0.79,3.6557,-0.0299,2.6,0,0,0,0,70,31,0.289,1
dev_624,2519,443,98,23,4,5,36,"HTML,Haskell,C++,R,Ruby,Julia,JavaScript,C,Python,SQL,Java,Swift",3.585,Java,9,0.456,0.124,0.621,24,0.487,3.32,2.7613,-0.0899,6.9,0,0,1,0,340,67,0.4207,1
eric56,3897,425,21,32,51,3,90,"Scala,Lua,R,PHP,C++,HTML,Ruby,Julia,Kotlin,Haskell,Shell",3.4594,Scala,6,0.806,0.513,0.375,47,0.532,2.62,3.2872,-0.0263,10.67,1,1,1,140,211,89,0.436,2
charles18,770,373,77,80,161,78,84,"Lua,Julia,Dart,C#,TypeScript,Shell,Elixir",2.8074,Julia,2,0.613,0.0,0.328,57,0.771,2.18,8.1547,-0.0181,2.11,1,0,0,72,309,15,0.344,1
christian81,3783,604,77,241,47,15,84,"Scala,Swift,CSS,PHP,Julia,Dart,C#,C,Shell,Go,Elixir",3.4594,Julia,11,0.56,0.413,1.0,81,0.665,3.48,2.7324,-0.0582,10.36,1,1,1,121,214,49,0.4693,2
dev_3298,2491,1162,184,127,51,36,737,"Scala,HTML,C++,Java,C#,Haskell,Shell,Go,Elixir",3.1699,Java,14,0.773,0.622,0.476,107,0.598,2.8,6.2424,-0.0957,6.82,0,1,1,0,3650,55,0.4777,2
sandra76,2158,145,20,2,2,0,7,Go,0.0,Go,3,0.0,0.231,0.491,36,0.091,1.83,2.905,0.108,5.91,0,1,1,0,127,7,0.1383,0
martinramirez,2838,1029,121,62,39,34,205,"HTML,PHP,R,Ruby,Haskell",2.3219,Haskell,8,0.253,0.222,0.273,66,0.816,2.38,0.1851,0.0013,7.77,0,1,0,0,407,60,0.3507,1
keith66,633,144,2,25,37,5,175,"Haskell,Shell,C#",1.585,Shell,4,0.576,0.0,0.228,43,0.439,1.91,4.3532,-0.0335,1.73,0,0,1,0,460,28,0.2688,1
lydia80,2454,106,10,204,4,2,668,"Lua,HTML,PHP,Rust,C#,Elixir,TypeScript,Shell,JavaScript,Swift",3.3219,Shell,11,0.807,0.57,0.576,64,0.523,3.43,5.9851,-0.0138,6.72,1,0,1,116,145,71,0.5047,1
ewyatt,3095,279,71,6,4,4,112,"Julia,Scala",1.0,Scala,1,0.855,0.376,0.229,28,0.605,2.14,1.6293,-0.1278,8.47,0,0,0,0,208,76,0.3226,1
tware,345,55,18,9,49,48,195,TypeScript,0.0,TypeScript,0,0.302,0.381,0.059,34,0.625,2.33,5.74,0.015,0.94,1,0,0,73,16,3,0.1992,0
linda41,1643,361,14,1,22,14,135,"Scala,R,C++,Haskell,Shell,Swift",2.585,Swift,6,0.495,0.146,0.402,27,0.515,3.44,-0.5301,0.0331,4.5,1,0,0,117,557,55,0.3285,1
cody16,1879,335,65,33,10,7,180,"Scala,HTML,Dart,C#,Shell,Go",2.585,Go,4,0.76,0.163,0.099,10,0.022,2.04,0.544,-0.1878,5.14,1,1,1,74,102,44,0.2716,1
cynthia26,1640,1156,118,90,10,9,338,"CSS,Go,Rust,Ruby,Java,Dart,C#,Python,JavaScript,Elixir",3.3219,Java,14,0.471,0.506,0.92,71,0.463,2.53,1.3278,-0.1425,4.49,0,0,1,0,244,97,0.4279,2
dev_8265,4104,1238,362,57,40,12,9,"Scala,R,PHP,C++,JavaScript,Dart,Python,SQL,TypeScript,Shell,Go",3.4594,C++,5,0.611,0.685,0.231,64,0.492,3.29,4.7338,-0.1498,11.24,0,1,0,0,375,73,0.4413,2
dev_987,3323,5966,1084,253,1267,250,771,"SQL,CSS,Lua,R,HTML,Swift,Ruby,Julia,Dart,C,Haskell,Shell,Go,Elixir",3.8074,Haskell,11,0.764,0.714,0.537,69,0.792,3.74,9.3106,-0.2174,9.1,1,1,0,85,39844,88,0.6015,2
dev_9460,2375,261,15,87,112,113,346,"Lua,Julia,Java,C#,C,Python,SQL,TypeScript,Go,Swift",3.3219,SQL,9,0.934,1.0,0.694,45,0.578,4.64,2.008,0.0169,6.5,0,0,0,0,5828,89,0.4981,2
hross,1192,88,26,14,111,24,99,"Scala,Rust,C++,Julia,C#,Python,Swift",2.8074,C++,5,0.138,0.161,0.501,46,0.296,3.41,1.986,0.1589,3.26,1,1,1,45,53,77,0.2158,1
dev_9434,2577,58,0,11,55,85,16,"R,Rust,Go,Java,Kotlin,C,Shell,JavaScript,Swift",3.1699,C,1,0.619,0.388,0.202,65,0.41,3.09,1.8799,0.0218,7.06,1,0,0,23,329,72,0.3014,1
megan70,1187,1173,339,25,18,15,119,"CSS,Rust,Dart,Python,C,SQL,TypeScript",2.8074,Dart,11,0.514,0.256,0.712,59,0.492,1.42,6.2938,-0.0556,3.25,0,0,1,0,1063,54,0.3766,1
ann93,4602,624,123,83,30,26,24,"Scala,Lua,R,HTML,C++,Julia,C,TypeScript,Shell",3.1699,TypeScript,2,0.617,0.236,0.256,46,0.442,2.13,-3.3569,-0.0128,12.6,0,0,1,0,401,48,0.258,1
dev_9543,1239,210,14,1,0,0,114,"Go,Java,Kotlin",1.585,Java,3,0.697,0.085,0.233,3,0.537,1.72,1.4154,0.1877,3.39,0,0,0,0,414,71,0.2188,0
joseph5,1010,8987,2611,17,12,3,1986,"HTML,PHP,Ruby,JavaScript,Dart,C,Python,SQL,TypeScript,Go,Swift",3.4594,Dart,12,0.558,0.904,1.0,34,0.597,2.25,2.4392,-0.1349,2.77,1,0,1,36,1177,73,0.5233,2
elopez,2922,160,35,21,0,0,12,Dart,0.0,Dart,0,0.134,0.0,0.0,3,0.332,0.97,-5.1482,0.3425,8.0,0,0,0,0,21,0,0.0502,0
smithbeth,30,462,77,5,1,0,15,"R,C++,Ruby,Dart,Haskell,TypeScript,Java",2.8074,Haskell,4,0.093,0.119,0.0,54,0.19,0.62,-1.9542,0.0141,0.1,0,0,0,0,58,94,0.2545,0
phillip99,3315,1256,173,44,132,109,2335,"SQL,C++,Go,Ruby,JavaScript,Dart,C,Haskell,TypeScript,Shell,Java",3.4594,Shell,8,1.0,0.667,0.834,27,0.441,1.21,2.4045,-0.0162,9.08,1,1,0,97,9096,87,0.4386,2
dev_6481,293,55,0,15,4,0,16,"HTML,Python,Dart",1.585,Python,2,0.229,0.244,0.065,42,0.233,1.63,7.5203,0.051,0.8,0,1,1,0,17,3,0.182,1
jennifer21,2859,1401,209,206,5573,518,9,"Scala,Lua,CSS,PHP,C++,R,JavaScript,Dart,Kotlin,C,TypeScript,Shell,Go,Elixir",3.8074,Lua,13,0.784,0.971,0.757,65,0.981,3.95,7.8539,-0.2545,7.83,1,1,0,120,4550,129,0.6764,2
dev_1515,3773,3233,397,121,16,19,5726,"CSS,Julia,C#,Kotlin,Haskell,Shell,Java",2.8074,C#,12,0.934,0.329,0.428,49,0.738,2.04,2.2009,-0.0471,10.33,1,0,1,59,309,65,0.4043,2
uanderson,2610,2745,71,193,38,47,330,"Scala,Lua,R,CSS,C++,PHP,Ruby,Julia,Dart,C#,Python,C,TypeScript,Shell,Elixir",3.9069,Julia,9,1.0,0.944,0.418,62,0.336,4.09,-3.0455,-0.2,7.15,1,1,0,60,231,58,0.5389,1
angela95,1602,159,7,6,7,6,142,"CSS,Scala,HTML,Shell,JavaScript,Elixir",2.585,CSS,1,0.641,0.201,0.387,4,0.57,2.55,-0.8394,0.1139,4.39,0,0,0,0,362,31,0.266,1
ythompson,1962,1210,19,18,16,6,64,"CSS,Scala,HTML,Swift,Rust,Lua,Ruby,Julia,Dart,C#,Python,TypeScript,Shell,Java,Elixir",3.9069,Elixir,9,0.444,0.686,0.858,39,0.474,1.22,1.8217,0.0657,5.37,1,0,0,16,64,66,0.4104,1
dev_1928,4377,14628,3415,29,26,0,1024,"Scala,Lua,HTML,PHP,Ruby,Julia,Kotlin,SQL,Swift",3.1699,Swift,9,0.999,0.43,0.823,44,0.616,3.98,4.8314,-0.1743,11.98,1,0,1,83,6290,23,0.5343,2
jennifer40,605,35,8,7,20,17,47,"C#,C++",1.0,C++,0,0.708,0.049,0.0,3,0.261,1.85,-1.2793,0.0322,1.66,0,0,1,0,27,61,0.1288,0
dev_4249,2433,4918,83,77,402,392,433,"R,PHP,Rust,C++,Julia,JavaScript,Dart,Python,SQL,Go,Swift",3.4594,Dart,8,0.911,0.851,0.746,73,0.448,3.6,1.5423,-0.1947,6.66,0,1,0,0,2551,44,0.4701,2
dev_7633,4581,3481,178,8,429,21,235,"Scala,CSS,HTML,C++,Julia,C#,Python,SQL,TypeScript,JavaScript",3.3219,Scala,11,0.836,0.836,0.61,60,0.993,2.79,3.5291,-0.0177,12.54,1,1,1,119,102,68,0.5498,2
stephanie67,2641,361,40,12,27,2,1035,"SQL,Scala,HTML,Rust,Julia,Java,Dart,C#,Haskell,Go",3.3219,Go,6,0.632,0.694,0.511,41,0.677,2.28,2.2428,0.1516,7.23,1,0,1,63,114,73,0.4252,1
dev_2427,574,431,8,14,137,135,399,"CSS,HTML,R,C++,C#,Java,Swift",2.8074,HTML,9,0.569,0.552,0.285,37,0.28,2.94,1.3125,0.03,1.57,1,0,0,106,471,43,0.3011,2
kathywhite,987,302,39,4,16,21,12,"Haskell,HTML,JavaScript,Elixir",2.0,JavaScript,2,0.262,0.195,0.206,38,0.107,1.93,-4.4207,0.1372,2.7,0,0,1,0,31,36,0.1711,0
brenda23,1970,68,21,12,1,0,8,"Lua,HTML,Rust,Python,Kotlin",2.3219,Lua,4,0.0,0.0,0.0,15,0.135,1.4,0.6564,0.3143,5.39,0,0,1,0,83,10,0.0815,0
alison24,1343,27,6,6,132,205,124,"Lua,Swift",1.0,Lua,8,0.469,0.494,0.06,34,0.33,2.44,8.0946,-0.0505,3.68,1,0,1,114,82,15,0.2797,1
courtneymiller,1748,339,4,8,22,16,292,"SQL,Scala,Julia,Haskell,Shell,JavaScript,Elixir",2.8074,JavaScript,4,0.534,0.564,0.2,72,0.234,1.92,-1.3578,0.092,4.79,0,0,0,0,2203,27,0.2179,1
dev_3830,1933,108,4,68,85,71,22,"Haskell,TypeScript,JavaScript,Kotlin",2.0,TypeScript,8,0.684,0.427,0.522,54,0.549,2.39,-2.9213,0.0155,5.29,0,0,0,0,592,50,0.3157,1
hannah16,30,10,0,7,3,2,39,"C#,Swift",1.0,Swift,0,0.417,0.0,0.153,3,0.01,0.83,3.4069,0.1066,0.1,0,0,0,0,5,50,0.1771,0
dev_8890,30,151,10,45,1,0,32,"Rust,Go",1.0,Go,2,0.218,0.211,0.259,21,0.188,2.16,-1.1051,0.2672,0.1,1,0,0,109,9,45,0.1483,0
bnixon,647,189,27,7,94,77,30,"Scala,Lua,CSS,Kotlin,Haskell,Java",2.585,Lua,1,0.373,0.082,0.0,38,0.01,0.63,2.6716,-0.0358,1.77,1,1,1,103,151,47,0.2119,0
dev_8675,503,14,1,5,0,0,7,Kotlin,0.0,Kotlin,8,0.0,0.0,0.091,3,0.105,1.27,-8.0,0.3185,1.38,0,0,0,0,23,0,0.0503,0
dev_9746,30,15,0,100,73,71,2,"CSS,PHP,Rust,C,Python,SQL,Shell",2.8074,Python,2,0.678,0.013,0.046,32,0.217,2.85,1.5258,0.2843,0.1,0,0,0,0,1548,0,0.2741,1
wendy68,5613,2712,241,96,143,28,74,"Scala,Lua,R,PHP,Rust,C++,CSS,Ruby,Julia,Dart,C,Python,SQL,JavaScript",3.8074,Scala,10,0.556,0.564,0.563,38,0.67,3.14,2.3409,-0.0617,15.37,1,0,0,134,291,107,0.4983,2
craig34,4529,2214,221,366,44,23,3842,"Scala,Lua,PHP,Ruby,JavaScript,Java,Dart,Haskell,Go",3.1699,PHP,13,0.488,0.661,0.713,52,0.813,3.8,2.8201,-0.0755,12.4,1,0,1,126,306,68,0.4809,2
marvinjones,383,22,1,7,1,1,76,"Ruby,Scala",1.0,Scala,1,0.033,0.122,0.158,21,0.495,1.35,-0.7629,0.3052,1.05,0,0,0,0,45,31,0.1081,0
beverly54,1770,191,26,2,0,0,9,"Python,C,JavaScript",1.585,JavaScript,5,0.487,0.0,0.0,63,0.01,2.0,-3.5842,0.2199,4.85,0,1,0,0,150,121,0.096,0
amanda67,2918,6172,640,111,760,716,6255,"Scala,Lua,CSS,PHP,C++,JavaScript,Java,SQL,Shell,Go",3.3219,Lua,18,0.973,1.0,0.816,96,0.788,4.27,2.5377,-0.0431,7.99,1,0,1,12,677,67,0.5799,2
dev_2668,3043,6451,777,69,143,289,266,"Scala,Lua,HTML,PHP,R,Dart,C,Python,Elixir,Haskell,TypeScript,Shell,JavaScript,Swift",3.8074,TypeScript,10,0.757,0.795,0.813,74,0.897,3.68,7.1509,-0.1591,8.33,1,1,1,66,6743,101,0.5972,2
mdavis,2131,2448,293,277,3194,4000,63,"R,Rust,Ruby,Dart,C#,Kotlin,C,SQL,TypeScript,Swift",3.3219,Rust,6,1.0,1.0,0.41,56,0.581,2.48,-0.0541,-0.0129,5.83,1,0,1,81,492,24,0.5043,2
odonnelledward,582,46,12,15,18,4,17,"SQL,Lua,Swift",1.585,SQL,0,0.174,0.0,0.193,38,0.313,1.04,0.6307,0.0616,1.59,0,0,0,0,295,37,0.1281,0
john90,164,36,8,1,21,21,3,"Lua,R,HTML,TypeScript,JavaScript,Swift",2.585,TypeScript,3,0.45,0.044,0.232,3,0.392,1.09,2.12,0.1192,0.45,1,0,0,104,149,44,0.2406,0
dev_3855,5015,896,29,95,191,45,2561,"CSS,Scala,R,HTML,C++,PHP,Ruby,C#,Python,Kotlin,TypeScript,Java,Elixir",3.7004,C#,13,1.0,0.721,0.854,62,0.751,3.64,0.727,-0.2317,13.73,1,1,0,106,11487,71,0.511,2
courtney7,3019,114,16,205,112,185,2751,"CSS,Scala,PHP,C++,Ruby,Julia,Dart,C,SQL,TypeScript,Shell,Java,Swift",3.7004,C++,16,1.0,0.744,0.801,51,0.598,2.81,6.0041,-0.109,8.27,1,0,1,46,8925,93,0.5789,1
