developer_id,account_age_days,total_commits,commits_last_90d,total_repos,pull_requests_merged,issues_closed,stars_received,languages_used,language_entropy,primary_language,framework_count,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,commit_trend_slope,activity_decay_lambda,years_active,has_bio,has_company,has_location,bio_length,avg_repo_size_kb,avg_repo_description_len,developer_dna_score,developer_tier,primary_language_encoded,log_total_commits,log_stars_received,log_pull_requests_merged,log_issues_closed,log_total_repos,commit_velocity,recency_score,repos_per_year,pr_merge_rate,execution_quality,language_count,impact_weight,profile_completeness,growth_momentum,consistency_index
johnsonaaron,3744,8980.0,555,46,283.0,301.0,824.0,"Lua,R,Haskell,C++,Rust,Ruby,Julia,JavaScript,SQL,TypeScript,Go,Elixir",3.585,Julia,14,0.907,0.669,0.619,85,0.809,3.97,5.3372,-0.0465,10.25,1,0,0,98,84,30,0.5864,2,11,9.10286651367095,6.715383386334681,5.648974238161206,5.71042701737487,3.8501476017100584,16.8165,0.0618,4.0889,0.4838,0.7254,12,25.8552,1,0.4744,0.9556
dev_9264,75,438.0,128,27,30.0,29.0,49.0,"Julia,Lua,HTML,Swift",2.0,Julia,2,0.0,0.424,0.377,33,0.543,2.94,-1.3684,0.1288,0.21,1,0,1,56,91,0,0.2255,0,11,6.0844994130751715,3.912023005428146,3.4339872044851463,3.4011973816621555,3.332204510175204,36.745,0.2916,22.314,0.5,0.2827,4,13.0357,2,-1.1309,0.8859
dev_5569,4089,1435.0,165,72,21.0,21.0,166.0,"Julia,TypeScript,Dart,Lua",2.0,TypeScript,11,0.601,0.357,0.33,56,0.843,2.53,1.1354,-0.11,11.2,1,0,0,31,24,53,0.2967,2,23,7.269616749608169,5.117993812416755,3.091042453358316,3.091042453358316,4.290459441148391,2.4597,0.1149,5.9016,0.4884,0.4221,4,21.9585,1,0.0931,0.9009
craigwilliams,952,1046.0,195,24,427.0,50.0,227.0,"Scala,Lua,Ruby,Julia,TypeScript,Swift",2.585,TypeScript,8,0.44,0.47,0.407,34,0.506,3.25,-1.0727,0.1962,2.61,0,1,1,0,144,61,0.3229,1,23,6.953684210870537,5.429345628954441,6.059123195581797,3.9318256327243257,3.2188758248682006,7.6507,0.1862,6.6482,0.8933,0.4421,6,17.4764,2,-0.2971,0.836
megan98,3804,20618.0,4255,77,79.0,85.0,73.0,"Scala,Lua,HTML,PHP,Rust,CSS,Ruby,Java,Dart,C#,Python,Kotlin,C,JavaScript",3.8074,Python,11,1.0,0.759,0.643,72,0.418,2.91,7.5946,-0.2269,10.41,1,1,1,134,747,120,0.624,2,15,9.933968259789715,4.304065093204169,4.382026634673881,4.454347296253507,4.356708826689592,38.0181,0.2064,6.7485,0.4788,0.7965,14,18.7516,3,0.6656,0.8151
dev_556,1042,142.0,37,11,7.0,2.0,363.0,"Scala,R,Go,Ruby,Kotlin,JavaScript,Elixir",2.8074,Elixir,1,0.398,0.375,0.646,31,0.707,3.21,-2.7083,0.0633,2.85,0,0,0,0,306,29,0.2998,1,5,4.962844630259907,5.8971538676367405,2.0794415416798357,1.0986122886681096,2.4849066497880004,0.9517,0.2587,2.8571,0.7,0.4632,7,14.6539,0,-0.7035,0.9405
diana31,1396,13.0,1,10,1.0,0.0,6.0,Dart,0.0,Dart,0,0.082,0.448,0.006,22,0.159,1.81,-5.3551,0.266,3.82,0,1,0,0,237,42,0.1557,0,4,2.639057329615259,1.9459101490553132,0.6931471805599453,0.0,2.3978952727983707,0.0651,0.0714,2.0747,0.5,0.2056,1,4.6661,1,-1.111,0.7899
ericgarza,30,123.0,8,3,4.0,3.0,29.0,"Go,Scala,Dart,JavaScript",2.0,Scala,5,0.393,0.288,0.0,27,0.01,1.51,6.4205,0.1737,0.1,1,1,0,134,78,50,0.2332,0,20,4.820281565605037,3.4011973816621555,1.6094379124341003,1.3862943611198906,1.3862943611198906,19.8387,0.0645,2.7273,0.5,0.2331,4,4.7151,2,5.8368,0.852
dev_6647,4532,5095.0,520,215,724.0,587.0,1129.0,"HTML,PHP,Rust,Julia,Kotlin,C,SQL,TypeScript,Shell,Swift",3.3219,Julia,9,0.704,0.844,1.0,58,0.644,3.56,14.0,-0.1868,12.41,1,1,1,61,1482,49,0.5551,2,11,8.536211197252,7.029972911706386,6.586171654854675,6.376726947898627,5.375278407684165,7.8831,0.102,16.0328,0.5518,0.8488,10,37.7881,3,1.044,0.8426
beth54,2846,102.0,20,409,77.0,46.0,594.0,"Scala,CSS,HTML,PHP,Kotlin,TypeScript,JavaScript,Swift",3.0,HTML,10,1.0,0.815,0.22,51,0.876,1.81,2.1942,-0.0461,7.79,0,1,1,0,1839,62,0.3967,1,7,4.634728988229636,6.38856140554563,4.356708826689592,3.8501476017100584,6.016157159698354,0.2512,0.1942,46.5301,0.621,0.692,8,38.4346,2,0.2496,0.9559
randy15,2422,269.0,39,149,244.0,77.0,47.0,"Lua,R,PHP,Rust,C++,Go,Julia,Dart,Kotlin,SQL,TypeScript,Shell,JavaScript",3.7004,TypeScript,11,0.544,0.571,0.797,42,0.459,3.02,-0.3528,-0.122,6.63,1,0,1,90,928,88,0.5047,2,23,5.598421958998375,3.8712010109078907,5.501258210544727,4.356708826689592,5.0106352940962555,0.778,0.1444,19.5282,0.7578,0.6307,13,19.3972,2,-0.0462,0.8913
rose39,4594,22118.35000000001,3971,158,858.0,391.0,237.0,"CSS,Lua,R,HTML,Rust,Dart,C#,C,TypeScript,Go,Swift",3.4594,TypeScript,15,0.754,0.82,0.66,45,0.739,4.0,5.1356,-0.1409,12.58,0,1,1,0,326,72,0.6281,1,23,10.004208070032728,5.472270673671475,6.755768921984256,5.971261839790462,5.0689042022202315,33.7602,0.1795,11.6348,0.6864,0.7522,11,27.7384,2,0.3782,0.8765
dev_6454,2683,132.0,29,13,2.0,2.0,182.0,C++,0.0,C++,3,0.693,0.526,0.34,48,0.346,1.99,0.4067,0.1778,7.35,0,0,0,0,43,76,0.191,0,2,4.890349128221754,5.209486152841421,1.0986122886681096,1.0986122886681096,2.639057329615259,0.3445,0.218,1.5569,0.4,0.5203,1,13.7481,0,0.0487,0.849
david91,2749,294.0,46,93,1.0,0.0,14.0,"CSS,Lua,HTML,Scala,Ruby,Dart,C#,TypeScript,Shell",3.1699,CSS,11,0.626,0.767,0.28,23,0.738,3.31,3.1196,0.1548,7.53,0,0,1,0,238,18,0.4062,1,3,5.68697535633982,2.70805020110221,0.6931471805599453,0.0,4.543294782270004,0.7489,0.1559,10.9027,0.5,0.5786,9,12.3035,1,0.3657,0.866
hickscarolyn,2621,113.0,7,29,10.0,6.0,218.0,"SQL,C,Swift",1.585,SQL,6,0.118,0.323,0.444,52,0.74,2.55,0.1954,-0.1159,7.18,0,0,1,0,31,101,0.2657,0,19,4.736198448394496,5.389071729816501,2.3978952727983707,1.9459101490553132,3.4011973816621555,0.3018,0.0614,3.5452,0.5882,0.2978,3,18.3293,1,0.0239,0.8961
faulkneramanda,1713,6795.0,2440,7,21.0,5.0,247.0,"Lua,HTML,Julia,Python,Kotlin,Java",2.585,Kotlin,6,0.769,0.876,0.25,19,0.579,3.02,1.8978,0.0563,4.69,1,0,0,138,737,41,0.368,1,12,8.824089482791823,5.5134287461649825,3.091042453358316,1.791759469228055,2.0794415416798357,27.7483,0.359,1.2302,0.7778,0.6561,6,11.4649,1,0.3335,0.9467
samuel20,1519,122.0,19,55,223.0,237.0,150.0,Elixir,0.0,Elixir,7,0.907,0.397,0.204,59,0.578,2.48,9.2282,-0.1248,4.16,0,0,1,0,1294,24,0.2845,1,5,4.812184355372417,5.017279836814924,5.4116460518550396,5.472270673671475,4.02535169073515,0.5614,0.1545,10.6589,0.4837,0.4921,1,20.1963,1,1.7884,0.889
dev_8633,30,53.0,9,16,0.0,0.0,16.0,"HTML,R,Python,Kotlin,Go",2.3219,Python,10,0.541,0.008,0.296,21,0.28,1.1,-2.3445,0.0306,0.1,1,0,0,84,33,30,0.2017,0,15,3.9889840465642745,2.833213344056216,0.0,0.0,2.833213344056216,8.5484,0.1667,14.5455,0.0,0.2543,5,8.0271,1,-2.1314,0.9703
dev_2710,30,73.0,7,10,5.0,5.0,2.0,TypeScript,0.0,TypeScript,4,0.0,0.0,0.425,31,0.447,0.93,4.7434,0.1901,0.1,1,0,1,19,51,31,0.1577,0,23,4.304065093204169,1.0986122886681096,1.791759469228055,1.791759469228055,2.3978952727983707,11.7742,0.0946,9.0909,0.4545,0.1275,1,2.6344,2,4.3122,0.8403
dev_3856,1035,119.0,13,21,23.0,21.0,656.0,"CSS,PHP,C#,C,Python,Shell,Go,Elixir",3.0,Python,1,0.542,0.217,0.519,62,0.679,3.44,3.9527,0.1349,2.83,0,0,1,0,420,54,0.3198,1,15,4.787491742782046,6.487684018484611,3.1780538303479458,3.091042453358316,3.091042453358316,0.8032,0.1083,5.483,0.5111,0.4051,8,20.0537,1,1.032,0.8811
erika87,3477,1473.0,96,56,104.0,146.0,456.0,"Scala,TypeScript,Java",1.585,Scala,11,0.801,0.581,0.6,47,0.086,2.23,-2.5582,-0.1802,9.52,1,0,1,10,757,63,0.3509,2,20,7.295735072749282,6.124683390894205,4.653960350157523,4.990432586778736,4.04305126783455,2.9695,0.0651,5.3232,0.4143,0.6527,3,24.7624,2,-0.2432,0.8473
jacksonchristina,4278,3161.0,531,22,472.0,761.0,43.0,"Scala,CSS,HTML,PHP,C++,R,Julia,C#,SQL,TypeScript",3.3219,SQL,15,0.393,0.767,0.329,56,0.65,2.2,1.5754,-0.0905,11.71,1,0,1,51,162,88,0.4395,2,19,8.058960017769417,3.784189633918261,6.159095388491933,6.635946555686647,3.1354942159291497,5.1826,0.1679,1.7309,0.3825,0.5234,10,11.8653,2,0.1239,0.917
dev_5076,240,294.0,35,8,23.0,19.0,151.0,Lua,0.0,Lua,4,0.447,0.0,0.16,35,0.543,2.26,-5.0675,0.0015,0.66,1,0,0,110,90,23,0.2485,1,13,5.68697535633982,5.0238805208462765,3.1780538303479458,2.995732273553991,2.1972245773362196,8.3239,0.1186,4.8193,0.5349,0.1821,1,11.0386,1,-3.0527,0.9985
deanhopkins,933,202.0,28,10,10.0,4.0,12.0,HTML,0.0,HTML,7,0.7,0.147,0.249,61,0.685,2.48,1.5997,0.0237,2.55,1,1,0,81,188,8,0.2525,1,7,5.313205979041787,2.5649493574615367,2.3978952727983707,1.6094379124341003,2.3978952727983707,1.512,0.1379,2.8169,0.6667,0.3435,1,6.1505,2,0.4506,0.9768
edward47,30,1228.0,65,13,15.0,2.0,57.0,"Lua,Shell,Elixir",1.585,Elixir,3,0.786,0.588,0.132,52,0.347,1.56,5.7444,-0.0424,0.1,1,1,0,17,76,31,0.2364,1,5,7.113956109566034,4.060443010546419,2.772588722239781,1.0986122886681096,2.639057329615259,198.0645,0.0529,11.8182,0.8333,0.5106,3,10.7157,2,5.2222,0.9593
dev_7443,2014,61.0,10,21,7.0,5.0,50.0,"Julia,Haskell,Dart,C#",2.0,Haskell,2,0.0,0.616,0.319,13,0.466,0.84,1.2389,0.1784,5.51,0,0,1,0,56,60,0.1958,0,8,4.127134385045092,3.9318256327243257,2.0794415416798357,1.791759469228055,3.091042453358316,0.2122,0.1613,3.2258,0.5385,0.3421,4,12.1534,1,0.1903,0.8486
ryan43,3106,2821.0,362,262,156.0,43.0,17.0,"Lua,R,PHP,Go,JavaScript,Shell,Java,Swift",3.0,PHP,12,0.318,0.693,0.737,36,0.908,2.82,-0.4751,-0.248,8.5,1,1,1,27,1347,108,0.4484,2,14,7.945201132412759,2.8903717578961645,5.056245805348308,3.784189633918261,5.572154032177765,6.3679,0.1283,27.5789,0.78,0.5937,8,16.1056,3,-0.05,0.8013
ggriffin,764,47.0,0,18,3.0,0.0,13.0,"Ruby,CSS,Lua,Haskell",2.0,Lua,2,0.514,0.0,0.067,17,0.482,1.91,-1.019,0.128,2.09,1,0,0,139,19,36,0.2038,0,13,3.8712010109078907,2.639057329615259,1.3862943611198906,0.0,2.9444389791664403,0.4285,0.0,5.8252,0.75,0.1743,4,7.7705,1,-0.3298,0.8865
julie18,1451,1904.0,278,60,370.0,589.0,40.0,"Lua,HTML,R,C++,Ruby,C,Haskell,TypeScript,Shell,Swift",3.3219,TypeScript,10,0.763,0.331,0.361,61,0.551,2.82,0.3617,-0.0893,3.97,1,1,0,100,439,74,0.3898,2,23,7.552237287560802,3.713572066704308,5.916202062607435,6.380122536899765,4.110873864173311,9.1786,0.1459,12.0724,0.3854,0.4696,10,15.266,2,0.0728,0.918
dev_4294,2426,325.0,20,46,45.0,54.0,986.0,"Scala,Lua,C++,Ruby,Julia,C,Python,Java,Swift",3.1699,C,10,0.632,0.261,0.582,37,0.697,1.46,1.1443,-0.0496,6.64,0,0,1,0,286,48,0.3995,1,0,5.786897381366708,6.894670039433482,3.828641396489095,4.007333185232471,3.8501476017100584,0.9385,0.0613,6.0209,0.45,0.4686,9,26.5455,1,0.1498,0.9527
dev_5779,1948,2564.0,284,39,283.0,13.0,706.0,"Scala,Swift,HTML,PHP,R,Dart,C,TypeScript,Shell,Go,Elixir",3.4594,PHP,7,0.832,0.674,1.0,66,0.921,3.49,5.7905,-0.03,5.33,1,0,0,33,2188,50,0.5305,2,14,7.84971375760487,6.561030665896573,5.648974238161206,2.639057329615259,3.6888794541139363,9.2177,0.1107,6.1611,0.9529,0.8192,11,24.2029,1,0.9148,0.9709
margaret14,2149,715.0,158,56,239.0,204.0,487.0,"SQL,HTML,R,C++,Julia,C#,Kotlin,Haskell,Shell,Swift",3.3219,Julia,8,0.725,0.447,0.0,62,0.64,3.9,6.7178,-0.0421,5.88,1,1,0,127,1394,64,0.4058,1,11,6.573680166960646,6.1903154058531475,5.480638923341991,5.3230099791384085,4.04305126783455,2.3308,0.2207,8.1395,0.5383,0.3963,10,25.0278,2,0.9764,0.9596
dennisrodriguez,2802,75.0,7,13,3.0,1.0,18.0,"CSS,R,PHP,Go,HTML,Dart,Python,Haskell,TypeScript,Shell,JavaScript",3.4594,PHP,4,0.651,0.254,0.259,27,0.318,1.53,2.4124,0.054,7.67,0,1,0,0,107,43,0.3371,1,14,4.330733340286331,2.9444389791664403,1.3862943611198906,0.6931471805599453,2.639057329615259,0.1876,0.0921,1.4994,0.6,0.3746,11,7.7705,1,0.2782,0.9488
rrichard,1193,31.0,1,109,139.0,239.0,260.0,"CSS,TypeScript,Java,C",2.0,CSS,4,0.291,0.426,0.238,59,0.409,2.07,2.9851,-0.0241,3.27,1,0,0,132,815,23,0.2535,1,3,3.4657359027997265,5.564520407322694,4.941642422609304,5.480638923341991,4.700480365792417,0.1812,0.0312,25.5269,0.3668,0.3291,4,26.1559,1,0.6991,0.9765
dev_5440,2564,143.0,3,53,2.0,2.0,72.0,"CSS,PHP,Rust,Ruby,Dart,Python,Haskell,Shell,Go,Elixir",3.3219,Python,6,0.737,0.0,0.343,24,0.417,2.05,-0.9347,0.0999,7.02,1,0,1,10,245,0,0.33,1,15,4.969813299576001,4.290459441148391,1.0986122886681096,1.0986122886681096,3.9889840465642745,0.3907,0.0208,6.6085,0.4,0.324,10,17.1146,2,-0.1165,0.9092
garciajoseph,1946,2508.0,28,10,80.0,51.0,395.0,"Ruby,Lua,R,C#",2.0,Ruby,10,0.543,0.41,0.114,64,0.633,2.69,-2.3387,0.0017,5.33,1,1,1,61,603,78,0.2541,1,17,7.827639546366422,5.981414211254481,4.394449154672439,3.9512437185814275,2.3978952727983707,9.0164,0.0112,1.5798,0.6061,0.3611,4,14.3428,3,-0.3695,0.9983
dev_920,2830,821.0,42,9,7.0,6.0,205.0,"Lua,PHP,Rust,Julia,Python,SQL",2.585,Julia,5,0.747,0.625,0.308,42,0.668,1.97,4.8608,-0.0138,7.75,0,0,0,0,3976,47,0.3875,1,11,6.71174039505618,5.327876168789581,2.0794415416798357,1.9459101490553132,2.302585092994046,2.0322,0.0511,1.0286,0.5,0.5665,6,12.2679,0,0.5555,0.9864
dev_947,4198,9592.0,2116,73,104.0,119.0,845.0,"CSS,Scala,HTML,PHP,Lua,Ruby,Julia,JavaScript,Dart,C#,C,SQL,TypeScript,Shell,Java,Swift",4.0,HTML,15,0.955,0.563,0.634,62,0.72,3.24,4.7896,-0.1422,11.49,1,0,1,18,7427,46,0.5356,2,7,9.168788944817948,6.740519359606223,4.653960350157523,4.787491742782046,4.304065093204169,16.0273,0.2206,5.8447,0.4643,0.7019,16,29.0116,2,0.3835,0.8755
dev_1010,1911,30.0,7,7,0.0,0.0,0.0,"Scala,PHP,C++,Haskell,TypeScript,Swift",2.585,TypeScript,0,0.321,0.168,0.0,43,0.785,0.85,1.4689,0.0589,5.23,0,0,1,0,142,0,0.2182,0,23,3.4339872044851463,0.0,0.0,0.0,2.0794415416798357,0.1099,0.2258,1.1236,0.0,0.1635,6,0.0,1,0.2358,0.9444
john76,3532,2583.0,427,27,167.0,177.0,97.0,"CSS,Swift,Scala,HTML,Ruby,Julia,JavaScript,Kotlin,Haskell,Shell,Go,Elixir",3.585,JavaScript,8,0.999,0.59,0.47,52,0.341,2.55,0.1749,-0.0284,9.67,1,1,1,112,313,59,0.4301,2,10,7.857093864902493,4.584967478670572,5.123963979403259,5.181783550292085,3.332204510175204,5.1266,0.1652,2.5305,0.4841,0.6767,12,15.278,3,0.0164,0.9724
gtaylor,1939,2806.0,854,87,447.0,168.0,1851.0,"SQL,CSS,Lua,PHP,Rust,Ruby,Java,C#,Haskell,JavaScript",3.3219,Haskell,17,0.903,0.729,0.443,91,0.829,4.08,4.2065,-0.0974,5.31,1,1,1,13,2187,133,0.5198,2,8,7.939871576361883,7.524021415206125,6.104793232414985,5.1298987149230735,4.477336814478207,10.1256,0.3042,13.7876,0.7256,0.6954,10,33.6876,3,0.6666,0.9112
lorimiller,2886,1592.0,239,800,88.0,34.0,628.0,"CSS,Swift,R,Rust,Ruby,Julia,C,SQL,TypeScript,Java,Elixir",3.4594,CSS,11,0.691,0.613,0.357,98,0.783,3.26,8.3297,0.1391,7.9,1,1,1,13,4089,100,0.4962,2,3,7.373374309910049,6.444131256700441,4.48863636973214,3.5553480614894135,6.68586094706836,3.866,0.15,89.8876,0.7154,0.5596,11,43.0846,3,0.9359,0.8779
ashley5,3134,2128.0,150,77,4.0,6.0,33.0,"Lua,Go,C++,Ruby,C,TypeScript,Shell,JavaScript,Swift",3.1699,Ruby,13,0.824,0.727,0.723,42,0.373,2.88,5.3818,0.0762,8.58,1,0,1,129,1399,0,0.487,1,17,7.663407664893479,3.5263605246161616,1.6094379124341003,1.9459101490553132,4.356708826689592,4.7589,0.0705,8.0376,0.3636,0.7549,9,15.3633,2,0.5618,0.9292
dev_3285,3682,196.0,20,71,180.0,106.0,4.0,"CSS,Lua,Scala,PHP,Ruby,Dart,C#,C,Kotlin,Python,Haskell,TypeScript,Java",3.7004,Kotlin,8,0.605,0.512,0.323,76,0.776,3.01,10.7294,-0.0961,10.08,0,0,1,0,1218,131,0.4472,2,12,5.2832037287379885,1.6094379124341003,5.198497031265826,4.672828834461906,4.276666119016055,0.3732,0.1015,6.4079,0.6272,0.4832,13,6.883,1,0.9684,0.9123
alicia91,30,631.0,138,22,15.0,11.0,66.0,"CSS,R,Rust,Java,C#,Go",2.585,Java,6,0.397,0.449,0.424,44,0.495,1.63,1.8094,0.0187,0.1,0,0,1,0,255,45,0.3177,1,9,6.448889394146858,4.204692619390966,2.772588722239781,2.4849066497880004,3.1354942159291497,101.7742,0.2184,20.0,0.5556,0.4259,6,13.1838,1,1.6449,0.9816
maureen72,30,72.0,8,7,2.0,2.0,1.0,Kotlin,0.0,Kotlin,0,0.41,0.0,0.122,8,0.441,1.78,4.1281,0.064,0.1,0,0,1,0,168,30,0.1445,0,12,4.290459441148391,0.6931471805599453,1.0986122886681096,1.0986122886681096,2.0794415416798357,11.6129,0.1096,6.3636,0.4,0.1596,1,1.4414,1,3.7528,0.9398
dev_2337,796,192.0,36,14,1.0,0.0,437.0,"CSS,HTML,PHP,Java,TypeScript,Go",2.585,PHP,1,0.774,0.483,0.516,55,0.342,2.7,-0.9964,-0.0406,2.18,1,0,0,125,83,84,0.3502,1,14,5.262690188904886,6.082218910376446,0.6931471805599453,0.0,2.70805020110221,1.6789,0.1865,4.4025,0.5,0.5802,6,16.471,1,-0.3133,0.961
fostercarly,2761,8989.0,969,186,44.0,16.0,1141.0,"CSS,Lua,Haskell,C++,Go,Rust,Julia,Dart,SQL,JavaScript,Elixir",3.4594,Elixir,12,0.716,1.0,0.397,46,0.538,2.81,2.9258,0.0358,7.56,1,1,1,57,399,68,0.5,2,5,9.103868127465667,7.040536390215956,3.8066624897703196,2.833213344056216,5.231108616854587,22.8078,0.1078,21.729,0.7213,0.7339,11,36.8298,3,0.3418,0.9654
andrewclark,458,222.0,31,29,8.0,6.0,128.0,"Scala,CSS,HTML,C++,Python,Shell,Elixir",2.8074,Python,2,0.366,0.22,0.024,35,0.298,1.75,2.4949,0.1184,1.25,0,0,1,0,107,17,0.2119,0,15,5.407171771460119,4.859812404361672,2.1972245773362196,1.9459101490553132,3.4011973816621555,3.3636,0.139,12.8889,0.5333,0.205,7,16.5292,1,1.1088,0.8941
dev_6055,2620,200.0,19,80,65.0,95.0,24.0,"Shell,PHP",1.0,PHP,5,0.85,0.326,0.392,40,0.691,2.89,-2.7724,-0.2018,7.17,1,0,1,132,603,43,0.3107,1,14,5.303304908059076,3.2188758248682006,4.189654742026425,4.564348191467836,4.394449154672439,0.535,0.0945,9.7919,0.4037,0.503,2,14.1452,2,-0.3393,0.8321
vanessa39,875,13.0,0,2,38.0,37.0,98.0,Julia,0.0,Julia,1,0.341,0.3,0.0,3,0.203,1.83,-2.7154,0.1257,2.4,0,0,0,0,285,0,0.0464,0,11,2.639057329615259,4.59511985013459,3.6635616461296463,3.6375861597263857,1.0986122886681096,0.1033,0.0,0.5882,0.5,0.2223,1,5.0483,0,-0.7986,0.8883
wgibbs,1217,952.0,137,79,687.0,561.0,357.0,"Scala,HTML,PHP,C++,Dart,SQL,JavaScript",2.8074,HTML,10,0.585,0.477,0.527,70,0.597,2.59,4.2244,0.0506,3.33,0,0,1,0,106,101,0.4038,1,7,6.859614903654202,5.8805329864007,6.5337888379333435,6.331501849893691,4.382026634673881,5.4662,0.1438,18.2448,0.55,0.5244,7,25.7687,1,0.9756,0.9518
dev_251,1578,240.0,31,8,2.0,0.0,169.0,"Scala,HTML,Dart,SQL,TypeScript,Go,Swift",2.8074,Scala,9,0.193,0.245,0.087,42,0.589,1.34,-3.2381,0.2236,4.32,1,0,0,19,32,35,0.2211,1,20,5.484796933490655,5.135798437050262,1.0986122886681096,0.0,2.1972245773362196,1.0636,0.1286,1.5038,0.6667,0.182,7,11.2845,1,-0.6087,0.8173
dev_5002,3358,2855.0,141,217,100.0,119.0,14.0,"CSS,Lua,HTML,Scala,Rust,Julia,C#,C,TypeScript,Go,Swift",3.4594,CSS,16,0.76,1.0,0.134,38,0.733,2.1,10.5834,-0.145,9.19,1,0,1,23,66,62,0.5058,2,3,7.957177323459475,2.70805020110221,4.61512051684126,4.787491742782046,5.384495062789089,5.9618,0.0494,21.2954,0.4545,0.6682,11,14.5815,2,1.0386,0.8734
dev_2286,3086,6372.0,1963,94,61.0,23.0,774.0,"Scala,HTML,C++,Ruby,Dart,C#,C,Elixir,SQL,TypeScript,Go,Swift",3.585,Swift,11,0.779,0.494,0.653,69,1.0,2.47,8.9766,-0.0352,8.45,1,1,1,96,1290,86,0.5155,2,22,8.759825595314295,6.652863029353347,4.127134385045092,3.1780538303479458,4.553876891600541,14.4687,0.308,9.9471,0.7176,0.6272,12,30.2963,3,0.9499,0.966
todd75,2422,150.0,33,86,20.0,20.0,273.0,"CSS,R,Haskell,Rust,C++,C#,Python,C,SQL,JavaScript,Elixir",3.4594,CSS,5,0.576,0.348,0.609,60,0.622,2.45,5.6257,-0.1226,6.63,1,0,0,140,78,45,0.4074,1,3,5.017279836814924,5.6131281063880705,3.044522437723423,3.044522437723423,4.465908118654584,0.4338,0.2185,11.2713,0.4878,0.4947,11,25.0677,1,0.7373,0.8908
mary97,3425,3096.0,689,172,15.0,22.0,5619.0,"Scala,Rust,Julia,C#,C,Shell,Elixir",2.8074,Julia,7,0.44,0.084,0.991,59,0.263,1.26,0.7266,-0.1007,9.38,1,0,1,130,1129,70,0.3256,2,11,8.038189179973203,8.634086942887738,2.772588722239781,3.1354942159291497,5.153291594497779,6.3344,0.2225,16.5703,0.3947,0.4629,7,44.494,2,0.07,0.9085
dev_3752,3863,5595.0,764,205,232.0,236.0,274.0,"CSS,Lua,R,Go,C++,C#,C,Kotlin,Java,Elixir",3.3219,C,11,0.744,0.824,0.896,76,0.817,3.54,9.3456,-0.2402,10.58,1,1,1,54,7958,64,0.6206,2,0,8.629807335785372,5.616771097666572,5.4510384535657,5.4680601411351315,5.327876168789581,10.1513,0.1365,17.7029,0.4947,0.8216,10,29.9255,3,0.807,0.8063
patrick48,48,23.0,2,33,9.0,5.0,17.0,"Dart,C,Python,Kotlin,Swift",2.3219,Dart,6,0.153,0.323,0.57,10,0.44,1.79,-1.0236,0.0564,0.13,1,0,0,138,18,0,0.2177,0,4,3.1780538303479458,2.8903717578961645,2.302585092994046,1.791759469228055,3.5263605246161616,2.9639,0.0833,29.2035,0.6,0.3461,5,10.1925,1,-0.9058,0.9466
sthomas,30,26.0,2,18,0.0,0.0,61.0,"CSS,Haskell",1.0,CSS,8,0.371,0.058,0.003,30,0.45,1.66,-3.1754,0.1311,0.1,1,0,0,71,56,0,0.1463,0,3,3.295836866004329,4.127134385045092,0.0,0.0,2.9444389791664403,4.1935,0.0741,16.3636,0.0,0.1354,2,12.1521,1,-2.8867,0.8841
vincent79,1265,32.0,1,10,7.0,8.0,14.0,"Scala,Rust,Python,Kotlin,Go",2.3219,Go,7,0.212,0.156,0.074,13,0.191,1.74,2.902,0.0282,3.46,1,0,0,58,68,32,0.2341,0,6,3.4965075614664802,2.70805020110221,2.0794415416798357,2.1972245773362196,2.3978952727983707,0.1769,0.0303,2.2422,0.4375,0.1482,5,6.4936,1,0.6507,0.9726
dev_7254,726,71.0,4,7,6.0,8.0,5.0,"SQL,Lua,R",1.585,R,2,0.646,0.567,0.355,51,0.164,0.5,1.2984,0.1862,1.99,0,0,1,0,101,71,0.2144,0,16,4.276666119016055,1.791759469228055,1.9459101490553132,2.1972245773362196,2.0794415416798357,0.6796,0.0556,2.3411,0.4,0.5271,3,3.7259,1,0.4342,0.843
valerie69,3406,337.0,29,24,79.0,125.0,500.0,"TypeScript,Go",1.0,TypeScript,18,0.784,0.782,0.592,28,0.736,1.82,4.4546,0.0259,9.33,1,0,1,54,29,56,0.3912,1,23,5.823045895483019,6.2166061010848646,4.382026634673881,4.836281906951478,3.2188758248682006,0.6932,0.0858,2.3233,0.3854,0.7256,2,20.0105,2,0.4312,0.9748
dev_2885,587,4.0,0,22,20.0,7.0,7.0,"Scala,PHP,Ruby,C#,Shell,Elixir",2.585,Ruby,1,0.275,0.283,0.0,22,0.46,0.5,0.2281,0.0052,1.61,1,0,0,54,5,17,0.1696,0,17,1.6094379124341003,2.0794415416798357,3.044522437723423,2.0794415416798357,3.1354942159291497,0.0472,0.0,8.4291,0.7143,0.1957,6,6.5201,1,0.0874,0.9948
kryan,2550,129.0,8,29,115.0,124.0,23.0,"CSS,R,HTML,C,Haskell,Elixir",2.585,CSS,5,0.0,0.702,0.566,75,0.876,2.59,5.986,-0.028,6.98,0,0,0,0,386,74,0.3984,1,3,4.867534450455582,3.1780538303479458,4.7535901911063645,4.8283137373023015,3.4011973816621555,0.3544,0.0615,3.6341,0.4792,0.4506,6,10.8092,0,0.7501,0.9728
