developer_id,total_commits,commits_last_90d,stars_received,pull_requests_merged,issues_closed,total_repos,language_entropy,language_count,framework_count,primary_language,languages_used,has_readme_pct,has_tests_pct,has_ci_pct,commit_message_avg_len,fork_to_original_ratio,languages_per_repo_avg,avg_repo_description_len,has_bio,has_company,has_location,has_blog,commit_trend_slope,activity_decay_lambda,account_age_days,years_active,consistency_score,tech_diversity,quality_volume_ratio,collab_index,recent_activity_ratio,developer_dna_score,developer_tier,profile_type
dev_392363,913,91,88,106,20,19,2.7895,6,2,Elixir,"Scala,TypeScript,Rust,Java,C,Swift",0.8321,0.7843,0.6668,59.65,0.4868,1.7817,82.23,1,1,1,1,3.2082,-0.3293,1783,4.89,0.8779,1.1158,1.1035,1.5911,1.9075,0.7233,2,standard
dev_126385,33,6,4,0,3,3,1.1298,4,2,R,"Ruby,PHP,Python,Scala",0.1128,0.417,0.319,22.07,0.5414,1.988,83.85,1,1,0,0,-1.8476,-0.0291,886,2.43,0.2827,0.4519,0.8172,0.8614,1.3646,0.2648,0,standard
dev_190634,72,17,22,13,7,21,1.576,4,1,Scala,"PHP,Rust,Go,Java",0.5707,0.5316,0.6976,71.17,0.153,1.0,48.55,0,1,1,0,1.4036,-0.0302,2066,5.66,0.576,0.394,1.3509,0.971,4.0677,0.4419,0,standard
dev_599191,284,40,52,3,11,16,0.9417,3,0,C++,"TypeScript,Go,Java",0.0944,0.3047,0.0099,37.49,0.6847,1.0,17.76,1,0,1,0,3.5411,-0.0072,803,2.2,0.3824,0.0,0.2663,0.9369,1.2036,0.3697,0,standard
dev_359613,635,164,48,4,31,12,1.6521,4,2,TypeScript,"Scala,Rust,PHP,Kotlin",0.4692,0.0568,0.1749,33.24,0.9284,2.0265,48.64,0,0,1,0,3.3409,-0.0526,858,2.35,0.5331,0.6608,0.3295,1.3579,2.3954,0.4311,1,hybrid_high_vol_low_qual
dev_298117,283,57,6,0,1,7,0.8616,1,0,Swift,Elixir,0.2712,0.0519,0.2168,23.57,0.1759,1.0444,60.56,1,1,1,1,-1.7017,0.0811,2356,6.46,0.5615,0.0,0.2908,0.3155,4.7668,0.2177,1,standard
dev_906521,807,120,8,17,4,5,1.5168,1,1,C++,Kotlin,0.5199,0.0765,0.4534,23.21,0.4615,1.4385,24.31,1,1,0,0,-0.8042,0.2616,182,0.5,0.6326,0.3792,0.4747,1.5885,0.2967,0.3319,0,standard
dev_457929,19350,2321,111,129,43,11,1.6297,8,5,Kotlin,"JavaScript,Swift,C++,PHP,C,Kotlin,R,Ruby",0.8647,0.9666,0.8264,84.23,0.0543,2.9245,63.19,1,0,0,1,2.2817,0.0195,2245,6.15,0.6788,1.0186,0.8966,2.0091,2.9475,0.6667,2,standard
dev_885358,667,104,10,1,1,12,0.5505,2,0,Kotlin,"Rust,Scala",0.3025,0.3694,0.1032,29.57,0.8753,1.1581,22.59,0,0,0,0,1.1764,-0.026,440,1.21,0.6062,0.0,0.408,0.4163,0.7479,0.2636,0,standard
dev_824489,1165,531,743,7,4,28,1.437,4,2,Ruby,"Go,Scala,PHP,JavaScript",0.0175,0.1991,0.1686,21.37,0.2841,2.1792,78.44,1,0,0,0,3.4112,-0.2237,2369,6.49,0.4072,0.5748,0.1892,0.7306,10.0,0.4086,1,hybrid_high_vol_low_qual
dev_975865,4195,1433,2101,46,67,38,2.7577,4,3,Java,"Go,Scala,JavaScript,C",0.9602,0.9514,0.9988,71.76,0.1819,2.1154,89.92,1,1,0,1,1.2504,-0.0509,2440,6.69,0.8875,1.3789,1.147,1.2839,9.08,0.7352,2,standard
dev_329564,2965,1563,145,64,57,36,1.8551,6,2,Ruby,"R,C++,TypeScript,Elixir,Rust,C",0.8659,0.9651,0.9934,70.86,0.1909,1.6752,101.11,1,1,1,0,0.1969,-0.2716,2471,6.77,0.8074,0.742,1.1659,1.3207,10.0,0.6326,2,standard
dev_401843,1299,207,3582,6,34,60,1.9166,6,2,PHP,"C,Elixir,Java,JavaScript,Kotlin,Ruby",0.4659,0.4507,0.7753,38.39,0.102,2.5307,87.56,1,0,1,0,0.6887,0.153,1577,4.32,0.8995,0.7666,0.7601,0.8998,2.7188,0.537,2,standard
dev_713879,48,15,8,1,2,3,1.2762,2,0,Rust,"PHP,Java",0.4722,0.0922,0.0023,15.85,0.4277,1.4427,26.91,0,1,0,0,0.2498,0.2754,344,0.94,0.3253,0.0,0.449,0.8614,1.0941,0.2816,0,standard
dev_876690,643,91,10,29,14,40,1.2912,4,1,JavaScript,"Ruby,Scala,Swift,R",0.5479,0.2118,0.6903,48.01,0.4207,1.0292,40.1,1,0,1,0,0.0628,0.2868,423,1.16,0.0843,0.3228,0.6946,1.0124,0.6515,0.3988,1,inconsistent
dev_490199,3942,1093,46,19,117,58,1.6929,5,4,R,"Go,C++,PHP,Elixir,Rust",0.5029,0.8739,0.4526,55.87,0.3376,2.3599,45.54,1,0,1,0,-1.4223,-0.0432,1565,4.29,0.9105,0.9674,0.7592,1.2017,4.7361,0.5158,2,standard
dev_916610,1783,164,309,24,91,78,1.9204,5,5,Python,"Python,Swift,C,Ruby,Go",0.569,0.8544,0.9475,86.05,0.2504,2.64,83.77,1,1,0,1,0.1652,-0.2993,2226,6.1,0.7674,1.2002,1.0501,1.0848,2.2143,0.6651,2,standard
dev_988768,1997,393,155,102,26,87,2.1388,7,3,PHP,"Scala,C++,Go,Python,PHP,JavaScript,C",0.2918,0.7803,0.4202,58.45,0.8179,2.3811,123.93,1,1,1,1,0.4189,-0.3692,2889,7.92,0.8816,1.0694,0.6827,1.0827,6.1336,0.6503,1,standard
dev_587998,109,21,11,3,6,7,1.2267,2,1,Scala,"R,Python",0.056,0.3848,0.5612,47.69,0.3191,1.4011,46.1,0,0,1,1,-3.9658,0.4395,2340,6.41,0.0115,0.3067,0.7063,1.048,3.9998,0.2739,0,inconsistent
dev_457726,27,9,1,4,3,5,0.2468,1,1,Kotlin,C++,0.1219,0.1074,0.3568,26.39,0.6811,1.9451,53.1,0,0,0,0,0.8006,0.2363,1152,3.16,0.3022,0.0617,0.5435,1.0686,2.8685,0.1557,0,standard
dev_757754,503,51,100,19,18,57,1.8831,4,3,Go,"Rust,TypeScript,Python,Elixir",0.8073,0.6656,0.7098,54.64,0.22,1.2036,40.01,1,1,0,0,1.6741,0.084,2084,5.71,0.8099,0.9415,1.1409,0.8921,2.2154,0.4861,1,standard
dev_109882,2835,465,172,93,44,89,2.1432,3,4,Swift,"Scala,TypeScript,Ruby",0.6084,0.862,0.8175,72.94,0.3726,2.1752,28.36,1,0,1,1,0.502,0.1784,2358,6.46,0.5526,1.2247,0.9597,1.0923,4.2008,0.6297,2,standard
dev_818448,510,77,54,2,1,5,1.1367,3,0,Java,"Python,Scala,R",0.3036,0.1178,0.108,31.12,0.2656,2.3368,11.2,0,1,0,0,2.589,0.4581,182,0.5,0.4056,0.0,0.2693,0.7124,0.3008,0.2849,0,standard
dev_311143,649,325,62,3,42,28,1.6641,4,4,TypeScript,"C++,Java,TypeScript,Python",0.6302,0.7377,0.8012,46.59,0.1329,1.5511,54.61,1,0,1,1,-0.5233,-0.3126,2490,6.82,0.6693,0.9509,1.1016,1.1257,10.0,0.5725,1,standard
dev_718871,256,43,9,10,5,8,1.0879,3,0,Kotlin,"Elixir,Scala,Go",0.0268,0.4654,0.4254,26.0,0.3836,1.2105,48.16,1,0,0,0,-0.4526,0.4943,2216,6.07,0.1721,0.0,0.5697,1.2041,3.7266,0.2709,1,standard
dev_230353,552,102,16,7,8,10,1.3523,3,1,Elixir,"PHP,C++,Kotlin",0.4218,0.2449,0.0964,44.4,0.8677,2.0235,96.53,0,1,0,0,3.4613,-0.121,2253,6.17,0.326,0.3381,0.395,1.1158,4.3675,0.4293,1,standard
dev_260595,3607,1090,647,27,304,40,2.068,5,3,C,"TypeScript,R,C,Ruby,PHP",0.7113,0.6605,0.8655,47.57,0.0644,2.1494,68.23,1,1,1,0,-0.215,-0.5472,1894,5.19,0.7207,1.034,0.8892,1.5531,6.2387,0.651,2,standard
dev_175995,163,10,104,5,3,9,1.3966,3,1,PHP,"C++,Scala,Swift",0.3935,0.5458,0.3233,22.41,0.0613,1.0,42.47,1,1,0,0,0.4535,0.1338,2124,5.82,0.6081,0.3491,0.8334,0.9163,1.2498,0.4621,1,standard
dev_464929,199,31,5,5,2,10,0.8761,4,1,Python,"Scala,R,Swift,Ruby",0.2894,0.4267,0.7134,40.33,0.9189,2.0477,32.15,0,0,1,1,-1.7912,-0.2752,795,2.18,0.5489,0.219,0.8735,0.8368,1.3016,0.3936,1,boundary_0_1
dev_211062,532,334,51,6,2,3,0.9208,2,1,C++,"TypeScript,C",0.6585,0.168,0.1189,49.29,0.933,2.0603,10.73,1,0,1,1,0.5842,-0.1187,1233,3.38,0.5097,0.2302,0.471,1.3652,8.2739,0.3982,0,standard
dev_525959,2472,378,994,10,31,8,2.2187,4,3,Ruby,"Elixir,PHP,Python,Ruby",0.7204,0.2097,0.3519,44.25,0.2528,2.1798,121.06,1,1,0,0,3.3967,-0.2503,2118,5.8,0.8368,1.1093,0.5125,1.6232,3.517,0.5884,2,standard
dev_537817,1105,567,58,10,27,56,1.2452,1,4,PHP,TypeScript,0.2873,0.6096,0.4268,26.36,0.3852,1.0262,43.33,1,1,1,0,1.938,-0.6124,1825,5.0,0.6681,0.7115,0.6444,0.8959,10.0,0.4843,1,standard
dev_991217,6831,3218,141,28,68,17,1.644,5,4,Kotlin,"C++,Python,C,Java,Elixir",0.6463,0.8607,0.9789,86.21,0.3568,2.5089,79.15,1,0,0,0,0.5279,-0.0824,2870,7.87,0.5309,0.9394,0.9316,1.5537,10.0,0.5516,2,standard
dev_970578,701,320,49,9,19,21,1.5643,5,2,Scala,"Kotlin,PHP,Go,JavaScript,Java",0.3132,0.558,0.5457,72.66,0.5028,1.4714,0.0,1,0,0,1,3.3784,-0.2047,2951,8.09,0.8845,0.6257,0.7227,1.0739,10.0,0.5124,1,standard
dev_374071,32,21,109,29,7,5,0.6355,1,0,Go,Go,0.9592,0.8109,0.8221,36.37,0.5485,1.7608,36.04,0,1,0,0,3.3163,0.4525,1073,2.94,0.5899,0.0,2.3878,1.8556,5.6442,0.4296,1,hybrid_low_vol_high_qual
dev_418588,1025,267,177,36,35,14,1.8961,2,3,Go,"C++,Swift",0.4767,0.8131,0.506,54.25,0.0174,2.5871,79.79,1,0,1,1,1.6289,0.0512,2735,7.49,0.7029,0.9481,0.8816,1.5425,7.5867,0.5845,1,standard
dev_207592,2267,313,284,15,60,64,1.9091,7,4,Kotlin,"R,Swift,Kotlin,JavaScript,Ruby,C++,Java",0.97,0.7651,0.9642,72.38,0.2514,1.8395,82.4,1,0,0,1,2.3441,0.1667,2923,8.01,0.9629,1.0909,1.1324,1.0337,4.3614,0.6327,2,standard
dev_729720,918,374,1074,28,113,39,1.7005,6,2,C,"C++,Java,Go,Scala,JavaScript,Ruby",0.6133,0.602,0.828,51.68,0.823,2.2466,96.12,0,0,1,0,1.2662,0.0395,1391,3.81,0.9328,0.6802,0.9723,1.3345,6.1128,0.5354,1,boundary_1_2
dev_213689,1109,625,268,4,21,14,1.3765,3,1,Kotlin,"Kotlin,Python,Swift",0.29,0.3916,0.2743,69.19,0.421,1.0,43.48,0,1,1,0,-0.6263,-0.0808,917,2.51,0.6186,0.3441,0.4583,1.1751,5.6173,0.4439,1,standard
dev_831422,279,28,9,6,1,9,1.5775,4,1,Java,"Python,Scala,TypeScript,Rust",0.261,0.6192,0.227,12.2,0.9552,1.0,30.12,1,0,0,0,0.953,0.2737,1693,4.64,0.2529,0.3944,0.6871,0.8672,1.7462,0.3084,1,standard
dev_215518,1724,183,131,107,28,38,2.4374,6,5,Python,"Scala,C,R,JavaScript,Swift,TypeScript",0.9392,0.835,0.9691,62.23,0.1654,2.3245,119.14,1,1,1,1,1.4571,0.2804,2585,7.08,0.7808,1.5234,1.2002,1.3317,2.9585,0.6149,2,standard
dev_624965,1749,115,84,20,36,47,1.8812,7,4,Ruby,"PHP,Java,Go,Ruby,R,C,Kotlin",0.4804,0.7827,0.9188,60.66,0.692,1.7812,79.93,0,1,1,0,2.9967,-0.2554,1634,4.48,0.59,1.075,0.9684,1.0389,1.1661,0.6252,2,standard
dev_112895,65,21,2,3,10,3,0.7836,1,1,JavaScript,C++,0.288,0.4153,0.0406,17.22,0.5624,1.8258,20.83,0,1,0,1,-1.6603,-0.1013,631,1.73,0.2985,0.1959,0.617,1.6397,2.0194,0.281,0,standard
dev_543701,320,115,21,4,10,9,0.928,2,1,Scala,"C++,JavaScript",0.7137,0.5849,0.3522,28.94,0.6859,1.0,72.58,0,0,1,0,-0.2987,-0.0716,2136,5.85,0.567,0.232,0.9431,1.1293,7.8393,0.3969,1,standard
dev_440335,48,9,3,15,9,6,0.8288,1,3,C,Rust,0.27,0.2074,0.2249,14.28,0.5537,1.1124,22.35,0,1,1,0,2.5164,-0.2262,182,0.5,0.8554,0.4144,0.5797,1.548,0.36,0.3469,0,inconsistent
dev_728096,436,113,34,4,13,17,0.9767,2,1,Python,"Swift,C",0.516,0.5529,0.1089,21.73,0.6891,1.416,24.0,1,0,0,0,-0.3081,0.2619,2674,7.33,0.7982,0.2442,0.6612,0.9816,7.117,0.3908,0,standard
dev_533809,271,136,78,10,47,12,1.5451,3,2,Scala,"Go,Elixir,C",0.7418,0.2474,0.4236,36.79,0.8039,1.0,59.97,1,0,0,1,1.9226,0.5937,734,2.01,0.3052,0.618,0.7862,1.5386,3.9225,0.4488,1,standard
dev_847671,558,313,328,28,38,240,2.1468,4,5,Elixir,"R,C++,PHP,TypeScript",0.3796,0.7687,0.4253,82.56,0.0784,2.2432,44.68,1,0,1,1,0.93,-0.3976,1998,5.48,0.7054,1.3418,0.8542,0.766,10.0,0.6546,2,standard
dev_797100,8941,2087,806,24,19,16,2.6738,5,4,Python,"Java,JavaScript,Scala,Kotlin,Go",0.5164,0.7103,0.9856,55.39,0.5572,1.9458,85.86,1,0,1,0,2.4146,-0.0559,3083,8.45,0.9427,1.5279,0.7987,1.3092,7.8576,0.6497,2,standard
dev_510115,792,255,35,2,24,115,1.5255,3,3,Python,"PHP,C,TypeScript",0.5751,0.7621,0.9291,48.65,0.0456,1.4298,47.79,0,1,1,0,1.6224,0.0121,2468,6.76,0.7799,0.7628,1.1159,0.6921,8.4219,0.4848,1,boundary_1_2
dev_608614,4689,1501,738,26,40,29,2.3135,8,4,Python,"Ruby,Rust,JavaScript,Swift,PHP,TypeScript,Java,Python",0.1568,0.1236,0.0742,37.2,0.1479,2.4009,92.67,1,1,0,0,3.4438,-0.2063,1815,4.98,0.6275,1.322,0.1389,1.2244,6.3436,0.5261,2,hybrid_high_vol_low_qual
dev_717330,138,52,21,4,2,15,1.258,1,1,JavaScript,Java,0.1199,0.497,0.1494,60.14,0.7792,1.0126,76.99,1,1,1,0,-0.9054,0.1517,494,1.35,0.31,0.3145,0.5553,0.6868,1.9641,0.3302,0,standard
dev_771581,1376,137,63,8,12,56,1.3417,5,2,Python,"JavaScript,Java,C++,Elixir,TypeScript",0.4226,0.2356,0.2367,36.21,0.6266,1.3047,12.22,1,0,1,0,1.6086,0.0114,2269,6.22,0.8539,0.5367,0.3985,0.7498,2.4327,0.4317,1,standard
dev_458005,3967,1642,126,201,44,42,2.1259,4,3,Rust,"C,C++,PHP,Ruby",0.2973,0.1413,0.3175,74.04,0.0054,2.7277,137.25,1,1,0,1,2.5148,-0.102,2604,7.14,0.9838,1.063,0.2873,1.4548,10.0,0.5794,2,hybrid_high_vol_low_qual
dev_960816,42,13,0,8,2,2,0.717,1,0,Python,Go,0.1247,0.1327,0.577,50.71,0.7905,1.5401,32.09,0,0,1,0,-2.1227,0.512,1267,3.47,0.2519,0.0,0.6826,1.7297,3.2315,0.2149,2,standard
dev_396193,290,55,17,8,97,15,1.5768,6,2,Java,"JavaScript,Ruby,TypeScript,C,PHP,Rust",0.6277,0.5345,0.4498,31.68,0.4126,1.9803,22.02,0,1,0,1,0.5066,0.249,2554,7.0,0.8711,0.6307,0.9302,1.646,4.8425,0.3975,1,standard
dev_175277,76,12,5,2,0,19,1.2565,1,1,Java,PHP,0.0139,0.2722,0.241,51.12,0.7988,1.0,38.85,0,0,0,0,-2.1627,0.2046,2392,6.55,0.524,0.3141,0.4171,0.3608,3.078,0.2052,0,boundary_0_1
dev_238573,5106,1080,155,41,102,49,2.5965,5,3,Python,"Ruby,C,C++,Python,Scala",0.9742,0.7007,0.6224,44.07,0.4139,2.6982,103.62,1,0,1,0,2.0948,-0.3448,2733,7.49,0.8423,1.2982,0.8789,1.264,6.2991,0.6964,2,standard
dev_220453,75,30,0,2,8,2,0.7521,1,1,Ruby,C,0.3068,0.0635,0.5727,25.03,0.9653,1.1451,36.07,1,0,0,0,-1.6622,0.2236,1209,3.31,0.1412,0.188,0.6529,1.7297,4.5057,0.2241,0,standard
dev_545419,61,28,1,9,3,12,0.3017,2,1,Ruby,"Python,Kotlin",0.1814,0.2003,0.0954,7.59,0.2123,1.0,37.23,0,1,0,0,-2.2136,0.8283,1766,4.84,0.1374,0.0754,0.386,0.9719,6.7446,0.2075,0,standard
dev_996304,575,75,15,27,7,11,1.2164,5,2,Swift,"PHP,Ruby,Scala,Swift,C++",0.8521,0.6047,0.6255,33.96,0.1184,1.9955,2.97,1,0,0,0,-1.9284,0.4058,1763,4.83,0.9144,0.4866,1.0613,1.3861,2.4386,0.416,1,standard
dev_892743,1880,120,57,24,8,11,1.2958,3,2,Scala,"R,Swift,Scala",0.4921,0.3435,0.728,33.38,0.3736,1.2807,114.83,1,0,0,0,-0.9951,-0.0181,1404,3.85,0.8044,0.5183,0.659,1.3632,0.9743,0.4722,1,standard
dev_990852,1074,259,32,132,24,16,2.2764,7,2,Java,"Python,Java,Rust,C++,Ruby,Kotlin,Elixir",0.9627,0.694,0.8854,48.75,0.1839,2.7374,31.88,1,1,0,0,2.8217,-0.2728,2089,5.72,0.91,0.9106,1.1752,1.7493,5.406,0.6174,2,standard
dev_915283,14136,1916,167,8,24,8,1.8056,3,3,PHP,"Scala,JavaScript,C++",0.7426,0.2477,0.4283,59.4,0.1454,1.7765,64.68,0,1,1,1,0.3721,-0.1012,2188,6.0,0.5475,0.9028,0.4664,1.5185,3.2454,0.4992,1,standard
dev_222538,3944,1648,212,69,25,36,1.8501,7,6,Scala,"TypeScript,Ruby,Kotlin,Go,Scala,Python,Rust",0.8238,0.2083,0.9077,56.2,0.0205,2.5173,51.26,1,1,0,1,0.437,-0.4289,1893,5.19,0.9268,1.2334,0.7193,1.2519,8.6263,0.5908,2,standard
dev_705035,1613,397,224,24,35,31,2.1036,5,4,TypeScript,"JavaScript,Go,TypeScript,C++,Scala",0.9722,0.6732,0.5923,61.92,0.4616,1.8254,93.8,0,0,1,0,0.1949,-0.2852,2905,7.96,0.7358,1.202,0.9866,1.171,7.6861,0.584,2,standard
dev_712611,4249,752,37,135,41,38,2.1325,5,3,Swift,"Elixir,Scala,R,Swift,C++",0.2907,0.088,0.165,49.92,0.5039,2.3442,103.82,1,0,0,0,1.8644,0.1216,3348,9.17,0.8547,1.0662,0.2033,1.4032,6.439,0.4819,1,hybrid_high_vol_low_qual
dev_780867,46,18,2,22,3,4,1.1683,5,2,Ruby,"Java,Elixir,Scala,Ruby,C",0.6628,0.482,0.3225,36.27,0.9071,1.7658,40.61,0,0,1,0,1.4458,0.3225,1211,3.32,0.3357,0.4673,1.2365,1.8184,4.031,0.3123,0,standard
dev_174975,331,164,14,2,4,2,0.7396,1,0,R,Swift,0.2537,0.0482,0.0651,5.0,0.6373,1.5045,44.83,1,1,0,0,-2.4293,0.0679,1048,2.87,0.4128,0.0,0.1946,1.4037,5.5017,0.2079,0,hybrid_high_vol_low_qual
dev_561265,10991,356,36,11,20,13,1.8152,3,1,JavaScript,"C++,Kotlin,JavaScript",0.5429,0.2139,0.3839,42.48,0.5436,1.7493,39.01,0,1,1,1,1.5536,-0.2978,1828,5.01,0.9436,0.4538,0.3866,1.2798,0.648,0.5133,1,standard
dev_964898,158,11,296,324,49,69,1.5309,5,3,C,"Scala,C,Python,Swift,Go",0.6277,0.6974,0.6086,64.43,0.1231,2.7578,107.7,1,0,1,1,2.4409,-0.5567,2707,7.42,0.9696,0.7654,1.2572,1.3898,1.739,0.6135,2,hybrid_low_vol_high_qual
dev_370814,359,106,63,28,4,13,2.3239,6,2,C++,"R,Ruby,Kotlin,Java,JavaScript,Go",0.5399,0.6424,0.6376,79.18,0.5424,1.7679,44.45,1,1,1,0,4.093,-0.4104,1671,4.58,0.2208,0.9295,1.0194,1.2912,5.145,0.5136,2,standard
dev_492803,2979,1180,839,35,50,34,1.4019,2,4,Rust,"R,Java",0.7857,0.805,0.7797,50.09,0.2909,1.4277,29.01,1,1,0,1,3.5449,-0.1609,1213,3.32,0.6893,0.8011,0.9774,1.243,5.243,0.6385,2,standard
dev_473147,822,346,199,17,9,11,1.3473,5,3,C++,"Scala,Python,Swift,Java,TypeScript",0.5403,0.7017,0.3118,25.97,0.1493,1.0923,66.5,1,0,1,1,2.0019,-0.1939,1291,3.54,0.4069,0.6737,0.7872,1.285,5.8586,0.539,0,standard
dev_350038,8084,5441,135,17,48,21,2.1899,6,5,Kotlin,"PHP,Kotlin,Scala,Elixir,Go,R",0.9496,0.503,0.5942,80.95,0.7714,1.7305,77.38,0,1,0,1,3.8241,-0.9387,1192,3.27,0.836,1.3687,0.7302,1.3362,8.7789,0.6908,0,standard
dev_669459,1234,178,846,67,42,60,1.6132,2,4,Elixir,"Kotlin,TypeScript",0.8906,0.4646,0.6785,62.81,0.3813,1.7317,50.34,0,0,1,0,2.5003,-0.0529,3253,8.91,0.4436,0.9218,0.9095,1.1389,4.9987,0.5531,2,standard
dev_505831,1867,177,55,58,160,36,2.2457,5,2,Kotlin,"C,Go,TypeScript,R,Elixir",0.5123,0.8588,0.5485,58.99,0.7159,1.6787,96.63,1,0,1,0,2.2439,-0.06,2664,7.3,0.5914,0.8983,0.867,1.4815,2.7257,0.5679,2,standard
dev_730253,2728,360,0,3,1,7,0.9418,1,1,Swift,Elixir,0.3237,0.1746,0.0631,5.0,0.347,1.5954,41.25,0,0,1,0,0.5575,0.4044,418,1.15,0.6279,0.2354,0.232,0.7325,0.6046,0.2884,0,hybrid_high_vol_low_qual
dev_543711,229,46,7,13,9,8,0.5195,3,2,Rust,"Swift,Python,PHP",0.0803,0.5034,0.583,55.97,0.6351,1.2328,43.55,1,0,0,1,1.369,-0.1053,1204,3.3,0.7225,0.2078,0.7229,1.3617,2.5079,0.358,1,boundary_0_1
dev_661491,1171,534,150,97,161,25,2.4312,6,4,R,"TypeScript,Swift,Java,Ruby,JavaScript,PHP",0.6922,0.9986,0.8866,83.02,0.2343,2.0765,48.62,0,1,0,1,1.4368,-0.6263,3129,8.57,0.9311,1.3893,1.2183,1.686,10.0,0.6907,2,standard
dev_711092,1938,742,55,13,11,76,2.151,6,2,C++,"Java,Go,TypeScript,Elixir,Kotlin,Ruby",0.1132,0.6955,0.7172,41.87,0.8841,1.5042,47.41,0,1,1,0,1.5526,0.1044,1216,3.33,0.6473,0.8604,0.6875,0.7388,5.0705,0.4935,1,standard
dev_247179,396,10,31,33,27,12,1.2255,3,3,C,"Elixir,R,JavaScript",0.813,0.1811,0.2103,53.8,0.4446,1.728,47.22,1,0,1,1,1.3886,0.6781,1513,4.15,0.2896,0.6128,0.6236,1.5577,0.4021,0.4125,0,hybrid_high_vol_low_qual
dev_861942,205,89,229,16,6,12,0.8142,2,0,C++,"Ruby,JavaScript",0.4019,0.3754,0.4068,52.84,0.5869,1.1964,47.9,0,0,0,0,1.3452,-0.1731,1609,4.41,0.29,0.0,0.7236,1.1881,7.0512,0.3948,1,standard
dev_931262,142,12,19,31,20,14,1.2298,4,3,R,"Ruby,Scala,Java,Python",0.7788,0.8092,0.8057,59.17,0.7475,1.1088,37.88,0,1,1,0,0.7188,-0.1081,1051,2.88,0.5599,0.6149,1.5783,1.4251,0.9009,0.4751,1,hybrid_low_vol_high_qual
dev_780506,210,69,112,1,22,41,1.4207,8,2,Go,"PHP,Scala,Kotlin,Java,C,C++,R,Go",0.4708,0.4768,0.7925,76.2,0.4532,1.6071,75.54,0,1,1,0,1.6139,0.0604,3111,8.52,0.565,0.5683,1.045,0.845,9.6377,0.4262,1,standard
dev_888086,2563,687,42,6,18,6,1.1276,1,1,Scala,TypeScript,0.3689,0.3063,0.0874,30.63,0.8342,1.8097,24.46,1,0,0,1,2.2584,-0.096,812,2.23,0.4075,0.2819,0.3263,1.548,2.3798,0.409,1,hybrid_high_vol_low_qual
dev_133129,79,23,45,13,11,10,2.1225,5,4,Elixir,"C++,PHP,Rust,Ruby,Swift",0.9426,0.6755,0.8904,64.39,0.2117,2.3555,111.38,0,0,0,0,2.9896,-0.0549,1859,5.09,0.75,1.2129,1.8298,1.2954,4.7153,0.5384,2,hybrid_low_vol_high_qual
dev_413152,3513,673,455,87,28,12,2.5203,6,4,TypeScript,"R,Swift,Java,JavaScript,Python,Kotlin",0.4905,0.9764,0.9379,51.72,0.1342,2.2179,83.14,1,0,1,0,2.8247,-0.1576,1594,4.37,0.6448,1.4402,0.9911,1.8012,3.3308,0.6909,2,standard
dev_944772,50,13,1,3,2,3,0.5879,1,2,PHP,Ruby,0.1976,0.1125,0.5852,48.29,0.4073,1.624,3.84,1,0,0,0,-1.0386,0.2696,576,1.58,0.617,0.2352,0.6941,1.1133,1.459,0.2402,0,standard
dev_415332,123,29,29,3,1,13,1.0248,1,3,Go,C++,0.117,0.2362,0.2476,45.27,0.6059,1.4825,11.12,0,1,1,0,0.3317,-0.0169,1269,3.48,0.5483,0.5124,0.4143,0.5943,2.9473,0.3296,1,standard
dev_574333,132,50,23,0,4,2,1.0646,4,3,Python,"Kotlin,JavaScript,PHP,Elixir",0.0898,0.2834,0.3242,11.55,0.701,1.153,10.92,0,0,1,0,-1.5158,0.0482,845,2.32,0.3125,0.5323,0.4761,1.161,3.2795,0.3155,0,standard
dev_119314,251,116,14,6,74,39,1.1402,1,3,C++,R,0.4175,0.2384,0.8371,43.8,0.4288,1.6361,48.99,0,0,1,0,1.4162,-0.276,2631,7.21,0.4852,0.5701,0.838,1.1833,10.0,0.4446,1,standard
dev_956785,107,32,21,2,4,10,1.1014,5,2,Kotlin,"Swift,C,PHP,Kotlin,Rust",0.5042,0.5034,0.298,15.73,0.632,1.3995,28.32,0,0,0,0,2.085,0.2546,182,0.5,0.2246,0.4406,0.9243,0.7831,0.5872,0.3308,0,standard
dev_562082,2289,640,196,20,84,32,2.5409,8,2,Elixir,"Scala,Rust,TypeScript,Elixir,Swift,PHP,C++,JavaScript",0.9464,0.9351,0.98,65.34,0.5352,1.4362,72.94,0,1,1,1,2.3336,-0.1046,2424,6.64,0.8076,1.0163,1.2148,1.3198,7.3446,0.6091,2,standard
dev_918741,92,44,2,3,2,13,0.5843,1,0,Kotlin,Elixir,0.0285,0.0098,0.0395,10.47,0.6941,1.0813,35.19,1,0,1,1,1.273,-0.0946,319,0.88,0.5282,0.0,0.0525,0.6616,1.6149,0.3111,0,standard
dev_902968,1598,233,6,32,14,6,1.6549,4,2,Swift,"Scala,Java,C++,Go",0.0731,0.6492,0.217,47.57,0.3269,1.4051,0.0,0,0,0,1,3.7694,0.1947,950,2.6,0.6987,0.662,0.4637,1.8515,1.5087,0.4499,1,standard
dev_220992,2125,671,59,12,79,33,2.4537,5,4,Rust,"Java,R,C++,Kotlin,PHP",0.9741,0.9627,0.999,75.95,0.2666,2.6984,69.16,1,1,0,1,3.1447,-0.4064,3283,9.0,0.8109,1.4021,1.2587,1.2718,10.0,0.7619,2,standard
